country,continent,year,lifeExp,pop,gdpPercap,fert,mort
Jordan,Asia,2007,72.535,6053193,4519.461171,3.64,19.3
Kenya,Africa,1952,42.27,6464046,853.540919,7.45,180.7
Kenya,Africa,1957,44.686,7454779,944.4383152,7.76,136.1
Kenya,Africa,1962,47.949,8678557,896.9663732,8.04,109.9
Kenya,Africa,1967,50.654,10191512,1056.736457,8.13,97.1
Kenya,Africa,1972,53.559,12044785,1222.359968,8.01,87.3
Kenya,Africa,1977,56.155,14500404,1267.613204,7.7,76
Kenya,Africa,1982,58.766,17661452,1348.225791,7.27,65.8
Kenya,Africa,1987,59.339,21198082,1361.936856,6.6,62.7
Kenya,Africa,1992,59.285,25020539,1341.921721,5.67,68.9
Kenya,Africa,1997,54.407,28263827,1360.485021,5.1,71.1
Kenya,Africa,2002,50.992,31386842,1287.514732,4.99,62.2
Kenya,Africa,2007,54.11,35610177,1463.249282,4.82,49.5
"Korea, Dem. Rep.",Asia,1952,50.056,8865488,1088.277758,NA,NA
"Korea, Dem. Rep.",Asia,1957,54.081,9411381,1571.134655,NA,NA
"Korea, Dem. Rep.",Asia,1962,56.656,10917494,1621.693598,NA,NA
"Korea, Dem. Rep.",Asia,1967,59.942,12617009,2143.540609,NA,NA
"Korea, Dem. Rep.",Asia,1972,63.983,14781241,3701.621503,NA,NA
"Korea, Dem. Rep.",Asia,1977,67.159,16325320,4106.301249,NA,NA
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,4106.525293,NA,NA
"Korea, Dem. Rep.",Asia,1987,70.647,19067554,4106.492315,NA,NA
"Korea, Dem. Rep.",Asia,1992,69.978,20711375,3726.063507,NA,NA
"Korea, Dem. Rep.",Asia,1997,67.727,21585105,1690.756814,NA,NA
"Korea, Dem. Rep.",Asia,2002,66.662,22215365,1646.758151,NA,NA
"Korea, Dem. Rep.",Asia,2007,67.297,23301725,1593.06548,NA,NA
"Korea, Rep.",Asia,1952,47.453,20947571,1030.592226,NA,NA
"Korea, Rep.",Asia,1957,52.681,22611552,1487.593537,NA,NA
"Korea, Rep.",Asia,1962,55.292,26420307,1536.344387,NA,NA
"Korea, Rep.",Asia,1967,57.716,30131000,2029.228142,NA,NA
"Korea, Rep.",Asia,1972,62.612,33505000,3030.87665,NA,NA
"Korea, Rep.",Asia,1977,64.766,36436000,4657.22102,NA,NA
"Korea, Rep.",Asia,1982,67.123,39326000,5622.942464,NA,NA
"Korea, Rep.",Asia,1987,69.81,41622000,8533.088805,NA,NA
"Korea, Rep.",Asia,1992,72.244,43805450,12104.27872,NA,NA
"Korea, Rep.",Asia,1997,74.647,46173816,15993.52796,NA,NA
"Korea, Rep.",Asia,2002,77.045,47969150,19233.98818,NA,NA
"Korea, Rep.",Asia,2007,78.623,49044790,23348.13973,NA,NA
Kuwait,Asia,1952,55.565,160000,108382.3529,7.21,NA
Kuwait,Asia,1957,58.033,212846,113523.1329,7.2,NA
Kuwait,Asia,1962,60.47,358266,95458.11176,7.31,89
Kuwait,Asia,1967,64.624,575003,80894.88326,7.41,63.7
Kuwait,Asia,1972,67.712,841934,109347.867,6.98,47.9
Kuwait,Asia,1977,69.343,1140357,59265.47714,6.05,36
Kuwait,Asia,1982,71.309,1497494,31354.03573,5.08,25.2
Kuwait,Asia,1987,74.174,1891487,28118.42998,3.31,17.6
Kuwait,Asia,1992,75.19,1418095,34932.91959,2.14,14
Kuwait,Asia,1997,76.156,1765345,40300.619960000004,2.79,11.9
Kuwait,Asia,2002,76.904,2111561,35110.10566,2.72,10.6
Kuwait,Asia,2007,77.588,2505559,47306.98978,2.67,9.8
Lebanon,Asia,1952,55.928,1439529,4834.804067,5.74,NA
Lebanon,Asia,1957,59.489,1647412,6089.786934,5.74,62.7
Lebanon,Asia,1962,62.094,1886848,5714.560611,5.69,54.7
Lebanon,Asia,1967,63.87,2186894,6006.983042,5.3,49.8
Lebanon,Asia,1972,65.421,2680018,7486.384341,4.73,47.2
Lebanon,Asia,1977,66.099,3115787,8659.696836,4.27,43.6
Lebanon,Asia,1982,66.983,3086876,7640.519521,3.8,37.8
Lebanon,Asia,1987,67.926,3089353,5377.091329,3.28,30.8
Lebanon,Asia,1992,69.292,3219994,6890.806854,2.84,24.7
Lebanon,Asia,1997,70.265,3430388,8754.96385,2.47,19.9
Lebanon,Asia,2002,71.028,3677780,9313.93883,2.04,15.1
Lebanon,Asia,2007,71.993,3921278,10461.05868,1.62,10.4
Lesotho,Africa,1952,42.138,748747,298.8462121,5.84,171.3
Lesotho,Africa,1957,45.047,813338,335.9971151,5.86,150.1
Lesotho,Africa,1962,47.747,893143,411.8006266,5.82,141.7
Lesotho,Africa,1967,48.492,996380,498.6390265,5.8,138.9
Lesotho,Africa,1972,49.767,1116779,496.5815922,5.8,125.4
Lesotho,Africa,1977,52.208,1251524,745.3695408,5.71,106.2
Lesotho,Africa,1982,55.078,1411807,797.2631074,5.49,85.8
Lesotho,Africa,1987,57.18,1599200,773.9932141,5.17,73.7
Lesotho,Africa,1992,59.685,1803195,977.4862725,4.76,71.1
Lesotho,Africa,1997,55.558,1982823,1186.147994,4.39,80.5
Lesotho,Africa,2002,44.593,2046772,1275.184575,3.86,86.3
Lesotho,Africa,2007,42.592,2012649,1569.331442,3.41,84.3
Liberia,Africa,1952,38.48,863308,575.5729961,6.26,216.47059511158
Liberia,Africa,1957,39.486,975950,620.9699901,6.34,210.5
Liberia,Africa,1962,40.502,1112796,634.1951625,6.45,211.4
Liberia,Africa,1967,41.536,1279406,713.6036483,6.58,201.7
Liberia,Africa,1972,42.614,1482628,803.0054535,6.78,184.4
Liberia,Africa,1977,43.764,1703617,640.3224383,6.93,168.3
Liberia,Africa,1982,44.852,1956875,572.1995694,6.96,157.1
Liberia,Africa,1987,46.027,2269414,506.1138573,6.75,161.5
Liberia,Africa,1992,40.802,1912974,636.6229191,6.34,170.3
Liberia,Africa,1997,42.221,2200725,609.17395079999994,6.06,145.2
Liberia,Africa,2002,43.753,2814651,531.4823679,5.72,108.2
Liberia,Africa,2007,45.678,3193942,414.5073415,5.28,76.9
Libya,Africa,1952,42.723,1019729,2387.54806,7.25,NA
Libya,Africa,1957,45.289,1201578,3448.284395,7.43,NA
Libya,Africa,1962,47.808,1441863,6757.030816,7.61,148.4
Libya,Africa,1967,50.227,1759224,18772.75169,7.78,113.3
Libya,Africa,1972,52.773,2183877,21011.49721,7.93,86
Libya,Africa,1977,57.442,2721783,21951.21176,7.98,65.6
Libya,Africa,1982,62.155,3344074,17364.27538,7.42,52.2
Libya,Africa,1987,66.234,3799845,11770.5898,5.91,41.3
Libya,Africa,1992,68.755,4364501,9640.138501,4.43,32.2
Libya,Africa,1997,71.555,4759670,9467.446056,3.38,26.5
Libya,Africa,2002,72.737,5368585,9534.677467,2.93,22.7
Libya,Africa,2007,73.952,6036914,12057.49928,2.69,17.3
Madagascar,Africa,1952,36.681,4762912,1443.011715,7.3,NA
Madagascar,Africa,1957,38.865,5181679,1589.20275,7.3,NA
Madagascar,Africa,1962,40.848,5703324,1643.38711,7.3,NA
Madagascar,Africa,1967,42.881,6334556,1634.047282,7.31,105.4
Madagascar,Africa,1972,44.851,7082430,1748.562982,7.32,95.3
Madagascar,Africa,1977,46.881,8007166,1544.228586,7.01,101.9
Madagascar,Africa,1982,48.969,9171477,1302.878658,6.24,108.5
Madagascar,Africa,1987,49.35,10568642,1155.441948,6.23,106.4
Madagascar,Africa,1992,52.214,12210395,1040.67619,6.18,92.9
Madagascar,Africa,1997,54.978,14165114,986.2958956,5.84,80
Madagascar,Africa,2002,57.286,16473477,894.6370822,5.34,62.9
Madagascar,Africa,2007,59.443,19167654,1044.770126,4.87,47.9
Malawi,Africa,1952,36.256,2917802,369.1650802,6.78,NA
Malawi,Africa,1957,37.207,3221238,416.3698064,6.83,223.8
Malawi,Africa,1962,38.41,3628608,427.9010856,6.98,214.6
Malawi,Africa,1967,39.487,4147252,495.5147806,7.18,211.5
Malawi,Africa,1972,41.766,4730997,584.6219709,7.39,200.6
Malawi,Africa,1977,43.767,5637246,663.2236766,7.58,170.6
Malawi,Africa,1982,45.642,6502825,632.8039209,7.61,144.4
Malawi,Africa,1987,47.457,7824747,635.5173634,7.4,149.6
Malawi,Africa,1992,49.42,10014249,563.2000145,6.72,133.1
Malawi,Africa,1997,47.495,10419991,692.2758103,6.41,117.1
Malawi,Africa,2002,45.009,11824495,665.4231186,6.12,88.8
Malawi,Africa,2007,48.303,13327079,759.3499101,5.84,64.5
Malaysia,Asia,1952,48.463,6748378,1831.132894,6.23,NA
Malaysia,Asia,1957,52.102,7739235,1810.066992,6.26,78.4
Malaysia,Asia,1962,55.737,8906385,2036.884944,6.05,61.1
Malaysia,Asia,1967,59.371,10154878,2277.742396,5.33,49.1
Malaysia,Asia,1972,63.01,11441462,2849.09478,4.6,39.8
Malaysia,Asia,1977,65.256,12845381,3827.921571,3.99,30.5
Malaysia,Asia,1982,68,14441916,4920.355951,3.73,22.4
Malaysia,Asia,1987,69.5,16331785,5249.802653,3.6,16.6
Malaysia,Asia,1992,70.693,18319502,7277.912802,3.45,13
Malaysia,Asia,1997,71.938,20476091,10132.90964,3.19,10.7
Malaysia,Asia,2002,73.044,22662365,10206.97794,2.54,7.6
Malaysia,Asia,2007,74.241,24821286,12451.6558,2.09,6.9
Mali,Africa,1952,33.685,3838168,452.3369807,6.47,NA
Mali,Africa,1957,35.307,4241884,490.3821867,6.63,NA
Mali,Africa,1962,36.936,4690372,496.1743428,6.75,225.2
Mali,Africa,1967,38.487,5212416,545.0098873,6.86,203
Mali,Africa,1972,39.977,5828158,581.3688761,6.92,191.1
Mali,Africa,1977,41.714,6491649,686.3952693,7,172.8
Mali,Africa,1982,43.916,6998256,618.0140641,7.07,154.2
Mali,Africa,1987,46.364,7634008,684.1715576,7.09,137.8
Mali,Africa,1992,48.388,8416215,739.014375,7.02,127.3
Mali,Africa,1997,49.903,9384984,790.2579846,6.9,122.6
Mali,Africa,2002,51.818,10580176,951.4097518,6.81,108.8
Mali,Africa,2007,54.467,12031795,1042.581557,6.81,90.1
Mauritania,Africa,1952,40.543,1022556,743.1159097,6.3,157.3
Mauritania,Africa,1957,42.338,1076852,846.1202613,6.69,143.8
Mauritania,Africa,1962,44.248,1146757,1055.896036,6.79,128.9
Mauritania,Africa,1967,46.289,1230542,1421.145193,6.8,114.8
Mauritania,Africa,1972,48.437,1332786,1586.851781,6.76,107
Mauritania,Africa,1977,50.852,1456688,1497.492223,6.59,102
Mauritania,Africa,1982,53.599,1622136,1481.150189,6.31,92.5
Mauritania,Africa,1987,56.145,1841240,1421.603576,6.1,82.1
Mauritania,Africa,1992,58.333,2119465,1361.369784,5.88,76.7
Mauritania,Africa,1997,60.43,2444741,1483.136136,5.57,76.3
Mauritania,Africa,2002,62.247,2828858,1579.019543,5.26,75.9
Mauritania,Africa,2007,64.164,3270065,1803.151496,4.99,73.1
Mauritius,Africa,1952,50.986,516556,1967.955707,5.9,81
Mauritius,Africa,1957,58.089,609816,2034.037981,5.94,76.7
Mauritius,Africa,1962,60.246,701016,2529.067487,6.12,63.6
Mauritius,Africa,1967,61.557,789309,2475.387562,4.85,68.4
Mauritius,Africa,1972,62.944,851334,2575.484158,3.58,58.7
Mauritius,Africa,1977,64.93,913025,3710.982963,3.07,39.5
Mauritius,Africa,1982,66.711,992040,3688.037739,2.41,28.3
Mauritius,Africa,1987,68.74,1042663,4783.586903,2.27,24.4
Mauritius,Africa,1992,69.745,1096202,6058.253846,2.25,18.4
Mauritius,Africa,1997,70.736,1149818,7425.705295,2.07,19.8
Mauritius,Africa,2002,71.954,1200206,9021.815894,1.93,14.2
Mauritius,Africa,2007,72.801,1250882,10956.99112,1.63,14.1
Mexico,Americas,1952,50.789,30144317,3478.125529,6.69,NA
Mexico,Americas,1957,55.19,35015548,4131.546641,6.8,NA
Mexico,Americas,1962,58.299,41121485,4581.609385,6.77,94.9
Mexico,Americas,1967,60.11,47995559,5754.733883,6.78,84.1
Mexico,Americas,1972,62.361,55984294,6809.40669,6.53,72.7
Mexico,Americas,1977,65.032,63759976,7674.929108,5.42,62.8
Mexico,Americas,1982,67.405,71640904,9611.147541,4.33,51.4
Mexico,Americas,1987,69.498,80122492,8688.156003,3.67,42.1
Mexico,Americas,1992,71.455,88111030,9472.384295,3.2,33.7
Mexico,Americas,1997,73.67,95895146,9767.29753,2.83,25.8
Mexico,Americas,2002,74.902,102479927,10742.44053,2.57,19.3
Mexico,Americas,2007,76.195,108700891,11977.57496,2.38,15.8
Mongolia,Asia,1952,42.244,800663,786.5668575,5.54,NA
Mongolia,Asia,1957,45.248,882134,912.6626085,6.25,NA
Mongolia,Asia,1962,48.251,1010280,1056.353958,7.35,NA
Mongolia,Asia,1967,51.253,1149500,1226.04113,7.59,NA
Mongolia,Asia,1972,53.754,1320500,1421.741975,7.5,NA
Mongolia,Asia,1977,55.491,1528000,1647.511665,6.78,NA
Mongolia,Asia,1982,57.489,1756032,2000.603139,5.86,105.6
Mongolia,Asia,1987,60.222,2015133,2338.008304,4.91,87.3
Mongolia,Asia,1992,61.271,2312802,1785.402016,3.45,70.7
Mongolia,Asia,1997,63.625,2494803,1902.2521,2.43,56.6
Mongolia,Asia,2002,65.033,2674234,2140.739323,2.09,42.5
Mongolia,Asia,2007,66.803,2874127,3095.772271,2.32,30.6
Montenegro,Europe,1952,59.164,413834,2647.585601,4.05,NA
Montenegro,Europe,1957,61.448,442829,3682.259903,3.79,NA
Montenegro,Europe,1962,63.728,474528,4649.593785,3.31,NA
Montenegro,Europe,1967,67.178,501035,5907.850937,2.83,NA
Montenegro,Europe,1972,70.636,527678,7778.414017,2.63,NA
Montenegro,Europe,1977,73.066,560073,9595.929905,2.4,NA
Montenegro,Europe,1982,74.101,562548,11222.58762,2.19,NA
Montenegro,Europe,1987,74.865,569473,11732.51017,1.98,18.2
Montenegro,Europe,1992,75.435,621621,7003.339037,1.83,14
Montenegro,Europe,1997,75.445,692651,6465.613349,1.82,13.5
Montenegro,Europe,2002,73.981,720230,6557.194282,1.79,11.5
Montenegro,Europe,2007,74.543,684736,9253.896111,1.73,8.2
Morocco,Africa,1952,42.873,9939217,1688.20357,6.58,NA
Morocco,Africa,1957,45.423,11406350,1642.002314,6.89,152
Morocco,Africa,1962,47.924,13056604,1566.353493,7.13,140.4
Morocco,Africa,1967,50.335,14770296,1711.04477,6.95,127.9
Morocco,Africa,1972,52.862,16660670,1930.194975,6.49,116.8
Morocco,Africa,1977,55.73,18396941,2370.619976,5.97,104
Morocco,Africa,1982,59.65,20198730,2702.620356,5.44,87.3
Morocco,Africa,1987,62.677,22987397,2755.046991,4.57,71
Morocco,Africa,1992,65.393,25798239,2948.047252,3.76,58.5
Morocco,Africa,1997,67.66,28529501,2982.101858,3.03,47.7
Morocco,Africa,2002,69.615,31167783,3258.495584,2.54,38.9
Morocco,Africa,2007,71.164,33757175,3820.17523,2.4,31.9
Mozambique,Africa,1952,31.286,6446316,468.5260381,6.6,NA
Mozambique,Africa,1957,33.779,7038035,495.5868333,6.6,NA
Mozambique,Africa,1962,36.161,7788944,556.6863539,6.6,NA
Mozambique,Africa,1967,38.113,8680909,566.6691539,6.6,184.1
Mozambique,Africa,1972,40.328,9809596,724.9178037,6.58,180.5
Mozambique,Africa,1977,42.495,11127868,502.3197334,6.53,176.4
Mozambique,Africa,1982,42.795,12587223,462.2114149,6.46,173.3
Mozambique,Africa,1987,42.861,12891952,389.8761846,6.35,165.7
Mozambique,Africa,1992,44.284,13160731,410.8968239,6.14,154.7
Mozambique,Africa,1997,46.344,16603334,472.3460771,5.88,132.7
Mozambique,Africa,2002,44.026,18473780,633.6179466,5.74,104
Mozambique,Africa,2007,42.082,19951656,823.6856205,5.59,81.5
Myanmar,Asia,1952,36.319,20092996,331,6,NA
Myanmar,Asia,1957,41.905,21731844,350,6,NA
Myanmar,Asia,1962,45.108,23634436,388,6.1,NA
Myanmar,Asia,1967,49.379,25870271,349,6.11,NA
Myanmar,Asia,1972,53.07,28466390,357,5.79,116.5
Myanmar,Asia,1977,56.059,31528087,371,5.29,104.3
Myanmar,Asia,1982,58.056,34680442,424,4.76,93.1
Myanmar,Asia,1987,58.339,38028578,385,3.91,83.7
Myanmar,Asia,1992,59.32,40546538,347,3.16,74.6
Myanmar,Asia,1997,60.328,43247867,415,2.68,65.6
Myanmar,Asia,2002,59.908,45598081,611,2.29,57.7
Myanmar,Asia,2007,62.069,47761980,944,2.08,50.2
Namibia,Africa,1952,41.725,485831,2423.780443,5.99,NA
Namibia,Africa,1957,45.226,548080,2621.448058,6.09,NA
Namibia,Africa,1962,48.386,621392,3173.215595,6.18,NA
Namibia,Africa,1967,51.159,706640,3793.694753,6.3,62.3
Namibia,Africa,1972,53.867,821782,3746.080948,6.57,62.9
Namibia,Africa,1977,56.437,977026,3876.485958,6.62,63.7
Namibia,Africa,1982,58.968,1099010,4191.100511,6.26,61.5
Namibia,Africa,1987,60.835,1278184,3693.731337,5.63,53.8
Namibia,Africa,1992,61.999,1554253,3804.537999,4.97,47.8
Namibia,Africa,1997,58.909,1774766,3899.52426,4.35,48.4
Namibia,Africa,2002,51.479,1972153,4072.324751,3.85,48.7
Namibia,Africa,2007,52.906,2055080,4811.060429,3.44,42.7
Nepal,Asia,1952,36.157,9182536,545.8657229,5.99,230.6
Nepal,Asia,1957,37.686,9682338,597.9363558,5.99,224.7
Nepal,Asia,1962,39.393,10332057,652.3968593,6,213.3
Nepal,Asia,1967,41.472,11261690,676.4422254,5.99,191.3
Nepal,Asia,1972,43.971,12412593,674.7881296,5.95,170.9
Nepal,Asia,1977,46.748,13933198,694.1124398,5.85,152.3
Nepal,Asia,1982,49.594,15796314,718.3730947,5.68,132.1
Nepal,Asia,1987,52.537,17917180,775.6324501,5.38,111.1
Nepal,Asia,1992,55.727,20326209,897.7403604,5,88.9
Nepal,Asia,1997,59.426,23001113,1010.892138,4.47,69.6
Nepal,Asia,2002,61.34,25873917,1057.206311,3.78,53.8
Nepal,Asia,2007,63.785,28901790,1091.359778,3.05,42
Netherlands,Europe,1952,72.13,10381988,8941.571858,3.09,22.8
Netherlands,Europe,1957,72.99,11026383,11276.19344,3.08,18.2
Netherlands,Europe,1962,73.23,11805689,12790.84956,3.18,15.6
Netherlands,Europe,1967,73.82,12596822,15363.25136,2.81,13.8
Netherlands,Europe,1972,73.75,13329874,18794.74567,2.15,11.7
Netherlands,Europe,1977,75.24,13852989,21209.0592,1.58,9.7
Netherlands,Europe,1982,76.05,14310401,21399.46046,1.5,8.4
Netherlands,Europe,1987,76.83,14665278,23651.32361,1.56,7.5
Netherlands,Europe,1992,77.42,15174244,26790.94961,1.59,6.3
Netherlands,Europe,1997,78.03,15604464,30246.13063,1.56,5.3
Netherlands,Europe,2002,78.53,16122830,33724.75778,1.73,4.9
Netherlands,Europe,2007,79.762,16570613,36797.93332,1.72,4.2
New Zealand,Oceania,1952,69.39,1994794,10556.57566,3.32,27.3
New Zealand,Oceania,1957,70.26,2229407,12247.39532,3.51,24.3
New Zealand,Oceania,1962,71.24,2488550,13175.678,3.51,20.9
New Zealand,Oceania,1967,71.52,2728150,14463.91893,3,17.9
New Zealand,Oceania,1972,71.89,2929100,16046.03728,2.9,16.2
New Zealand,Oceania,1977,72.22,3164900,16233.7177,2.32,13.9
New Zealand,Oceania,1982,73.84,3210650,17632.4104,2.1,12.1
New Zealand,Oceania,1987,74.32,3317166,19007.19129,2.24,10.6
New Zealand,Oceania,1992,76.33,3437674,18363.32494,2.31,8.2
New Zealand,Oceania,1997,77.55,3676187,21050.41377,2.05,6.6
New Zealand,Oceania,2002,79.11,3908037,23189.80135,1.95,5.8
New Zealand,Oceania,2007,80.204,4115771,25185.00911,2.11,5.3
Nicaragua,Americas,1952,42.314,1165790,3112.363948,7.16,NA
Nicaragua,Americas,1957,45.432,1358828,3457.415947,7.5,138.1
Nicaragua,Americas,1962,48.632,1590597,3634.364406,7.18,131.1
Nicaragua,Americas,1967,51.884,1865490,4643.393534,6.96,123.1
Nicaragua,Americas,1972,55.151,2182908,4688.593267,6.81,111.2
Nicaragua,Americas,1977,57.47,2554598,5486.371089,6.42,91.3
Nicaragua,Americas,1982,59.298,2979423,3470.338156,5.89,69.9
Nicaragua,Americas,1987,62.008,3344353,2955.984375,5.12,56.5
Nicaragua,Americas,1992,65.843,4017939,2170.151724,4.52,47.1
Nicaragua,Americas,1997,68.426,4609572,2253.023004,3.7,37.6
Nicaragua,Americas,2002,70.836,5146848,2474.548819,3.05,29.8
Nicaragua,Americas,2007,72.899,5675356,2749.320965,2.76,24.4
Niger,Africa,1952,37.444,3379468,761.879376,6.88,NA
Niger,Africa,1957,38.598,3692184,835.5234025,6.97,NA
Niger,Africa,1962,39.487,4076008,997.7661127,7.12,NA
Niger,Africa,1967,40.118,4534062,1054.384891,7.3,133.1
Niger,Africa,1972,40.546,5060262,954.2092363,7.5,140.4
Niger,Africa,1977,41.291,5682086,808.8970728,7.63,138.9
Niger,Africa,1982,42.598,6437188,909.7221354,7.75,135.3
Niger,Africa,1987,44.555,7332638,668.3000228,7.77,141.4
Niger,Africa,1992,47.391,8392818,581.182725,7.77,132.6
Niger,Africa,1997,51.313,9666252,580.3052092,7.77,111.3
Niger,Africa,2002,54.496,11140655,601.0745012,7.68,94.1
Niger,Africa,2007,56.867,12894865,619.6768924,7.59,75.2
Nigeria,Africa,1952,36.324,33119096,1077.281856,6.35,NA
Nigeria,Africa,1957,37.802,37173340,1100.592563,6.35,NA
Nigeria,Africa,1962,39.36,41871351,1150.927478,6.35,182.6
Nigeria,Africa,1967,41.04,47287752,1014.514104,6.36,182.6
Nigeria,Africa,1972,42.821,53740085,1698.388838,6.58,159.2
Nigeria,Africa,1977,44.514,62209173,1981.951806,6.76,135.8
Nigeria,Africa,1982,45.826,73039376,1576.97375,6.77,124.4
Nigeria,Africa,1987,46.886,81551520,1385.029563,6.63,125.4
Nigeria,Africa,1992,47.472,93364244,1619.848217,6.4,125.5
Nigeria,Africa,1997,47.464,106207839,1624.941275,6.19,119.9
Nigeria,Africa,2002,46.608,119901274,1615.286395,6.06,105.9
Nigeria,Africa,2007,46.859,135031164,2013.977305,6.02,90.3
Norway,Europe,1952,72.67,3327728,10095.42172,2.61,23.7
Norway,Europe,1957,73.44,3491938,11653.97304,2.86,20
Norway,Europe,1962,73.47,3638919,13450.40151,2.89,17.5
Norway,Europe,1967,74.08,3786019,16361.87647,2.8,14.8
Norway,Europe,1972,74.34,3933004,18965.05551,2.38,12.2
Norway,Europe,1977,75.37,4043205,23311.34939,1.75,9.3
Norway,Europe,1982,75.97,4114787,26298.63531,1.71,8
Norway,Europe,1987,75.89,4186147,31540.9748,1.75,8.2
Norway,Europe,1992,77.32,4286357,33965.66115,1.88,5.8
Norway,Europe,1997,78.32,4405672,41283.16433,1.86,4.2
Norway,Europe,2002,79.05,4535591,44683.97525,1.75,3.6
Norway,Europe,2007,80.196,4627926,49357.19017,1.9,3
Oman,Asia,1952,37.578,507833,1828.230307,7.25,NA
Oman,Asia,1957,40.08,561977,2242.746551,7.25,NA
Oman,Asia,1962,43.165,628164,2924.638113,7.25,226
Oman,Asia,1967,46.988,714775,4720.942687,7.28,178.5
Oman,Asia,1972,52.143,829050,10618.03855,7.41,136.1
Oman,Asia,1977,57.367,1004533,11848.34392,8.02,100.1
Oman,Asia,1982,62.728,1301048,12954.79101,8.35,66.6
Oman,Asia,1987,67.734,1593882,18115.22313,7.93,41.8
Oman,Asia,1992,71.197,1915208,18616.70691,6.47,26.8
Oman,Asia,1997,72.499,2283635,19702.05581,4.63,17.7
Oman,Asia,2002,74.193,2713462,19774.83687,3.3,12.5
Oman,Asia,2007,75.64,3204897,22316.19287,2.89,10.4
Pakistan,Asia,1952,43.436,41346560,684.5971438,6.6,273.2
Pakistan,Asia,1957,45.557,46679944,747.0835292,6.6,216.6
Pakistan,Asia,1962,47.67,53100671,803.3427418,6.6,178
Pakistan,Asia,1967,49.8,60641899,942.4082588,6.6,151.5
Pakistan,Asia,1972,51.929,69325921,1049.938981,6.61,135.7
Pakistan,Asia,1977,54.043,78152686,1175.921193,6.6,126.1
Pakistan,Asia,1982,56.158,91462088,1443.429832,6.48,119.4
Pakistan,Asia,1987,58.245,105186881,1704.686583,6.31,111.4
Pakistan,Asia,1992,60.838,120065004,1971.829464,5.77,102.5
Pakistan,Asia,1997,61.818,135564834,2049.350521,5.04,93.3
Pakistan,Asia,2002,63.61,153403524,2092.712441,4.13,84.4
Pakistan,Asia,2007,65.483,169270617,2605.94758,3.65,77.4
Panama,Americas,1952,55.191,940080,2480.380334,5.75,81.9
Panama,Americas,1957,59.201,1063506,2961.800905,5.88,72
Panama,Americas,1962,61.817,1215725,3536.540301,5.81,63.6
Panama,Americas,1967,64.071,1405486,4421.009084,5.47,56.2
Panama,Americas,1972,66.216,1616384,5364.249663,4.94,47.4
Panama,Americas,1977,68.681,1839782,5351.912144,4.26,39
Panama,Americas,1982,70.472,2036305,7009.601598,3.67,33.4
Panama,Americas,1987,71.523,2253639,7034.779161,3.26,28.1
Panama,Americas,1992,72.462,2484997,6618.74305,2.98,24.6
Panama,Americas,1997,73.738,2734531,7113.692252,2.87,23
Panama,Americas,2002,74.712,2990875,7356.031934,2.78,20.9
Panama,Americas,2007,75.537,3242173,9809.185636,2.64,18.5
Paraguay,Americas,1952,62.649,1555876,1952.308701,6.5,65.1
Paraguay,Americas,1957,63.196,1770902,2046.154706,6.51,64.8
Paraguay,Americas,1962,64.361,2009813,2148.027146,6.47,61.4
Paraguay,Americas,1967,64.951,2287985,2299.376311,6.17,59.3
Paraguay,Americas,1972,65.815,2614104,2523.337977,5.46,56.8
Paraguay,Americas,1977,66.353,2984494,3248.373311,5.2,52.6
Paraguay,Americas,1982,66.874,3366439,4258.503604,5.19,47
Paraguay,Americas,1987,67.378,3886512,3998.875695,4.84,40.7
Paraguay,Americas,1992,68.225,4483945,4196.411078,4.36,34.8
Paraguay,Americas,1997,69.4,5154123,4247.400261,3.92,30.1
Paraguay,Americas,2002,70.755,5884491,3783.674243,3.51,26.1
Paraguay,Americas,2007,71.752,6667147,4172.838464,3.12,22.4
Peru,Americas,1952,43.902,8025700,3758.523437,6.85,174.6
Peru,Americas,1957,46.263,9146100,4245.256698,6.86,146.6
Peru,Americas,1962,49.096,10516500,4957.037982,6.86,129.1
Peru,Americas,1967,51.445,12132200,5788.09333,6.61,111.6
Peru,Americas,1972,55.448,13954700,5937.827283,6.07,98.3
Peru,Americas,1977,58.447,15990099,6281.290855,5.44,87
Peru,Americas,1982,61.406,18125129,6434.501797,4.73,78.7
Peru,Americas,1987,64.134,20195924,6360.9434440000005,4.14,64.6
Peru,Americas,1992,66.458,22430449,4446.380924,3.62,51
Peru,Americas,1997,68.386,24748122,5838.347657,3.14,36.9
Peru,Americas,2002,69.906,26769436,5909.020073,2.82,25.7
Peru,Americas,2007,71.421,28674757,7408.905561,2.61,19
Philippines,Asia,1952,47.752,22438691,1272.880995,7.43,93.9
Philippines,Asia,1957,51.334,26072194,1547.944844,7.3,75.3
Philippines,Asia,1962,54.757,30325264,1649.552153,7.02,64.2
Philippines,Asia,1967,56.393,35356600,1814.12743,6.59,58
Philippines,Asia,1972,58.065,40850141,1989.37407,6.04,54.7
Philippines,Asia,1977,60.06,46850962,2373.204287,5.51,54.2
Philippines,Asia,1982,62.082,53456774,2603.273765,4.98,52.3
Philippines,Asia,1987,64.151,60017788,2189.634995,4.55,46.7
Philippines,Asia,1992,66.458,67185766,2279.324017,4.18,37.3
Philippines,Asia,1997,68.564,75012988,2536.534925,3.92,31.8
Philippines,Asia,2002,70.303,82995088,2650.921068,3.71,28.9
Philippines,Asia,2007,71.688,91077287,3190.481016,3.33,26.4
